TID	SDate	TName	SStationID	AStationID	STime	ATime
8423	2020/1/21	D4804               	1615	3860	2020/1/21 22:52	2020/1/22 2:47
8424	2020/1/22	D4804               	1615	3860	2020/1/22 22:52	2020/1/23 2:47
8425	2020/1/23	D4804               	1615	3860	2020/1/23 22:52	2020/1/24 2:47
8426	2020/1/24	D4804               	1615	3860	2020/1/24 22:52	2020/1/25 2:47
8427	2020/1/25	D4804               	1615	3860	2020/1/25 22:52	2020/1/26 2:47
8428	2020/1/26	D4804               	1615	3860	2020/1/26 22:52	2020/1/27 2:47
8429	2020/1/27	D4804               	1615	3860	2020/1/27 22:52	2020/1/28 2:47
8430	2020/1/28	D4804               	1615	3860	2020/1/28 22:52	2020/1/29 2:47
8431	2020/1/29	D4804               	1615	3860	2020/1/29 22:52	2020/1/30 2:47
8432	2020/1/30	D4804               	1615	3860	2020/1/30 22:52	2020/1/31 2:47
8433	2020/1/31	D4804               	1615	3860	2020/1/31 22:52	2020/2/1 2:47
8434	2020/2/1	D4804               	1615	3860	2020/2/1 22:52	2020/2/2 2:47
8435	2020/2/2	D4804               	1615	3860	2020/2/2 22:52	2020/2/3 2:47
8436	2020/2/3	D4804               	1615	3860	2020/2/3 22:52	2020/2/4 2:47
8437	2020/2/4	D4804               	1615	3860	2020/2/4 22:52	2020/2/5 2:47
8438	2020/2/5	D4804               	1615	3860	2020/2/5 22:52	2020/2/6 2:47
8439	2020/2/6	D4804               	1615	3860	2020/2/6 22:52	2020/2/7 2:47
8440	2020/2/7	D4804               	1615	3860	2020/2/7 22:52	2020/2/8 2:47
8441	2020/2/8	D4804               	1615	3860	2020/2/8 22:52	2020/2/9 2:47
8442	2020/2/9	D4804               	1615	3860	2020/2/9 22:52	2020/2/10 2:47
8443	2020/2/10	D4804               	1615	3860	2020/2/10 22:52	2020/2/11 2:47
8444	2020/2/11	D4804               	1615	3860	2020/2/11 22:52	2020/2/12 2:47
8445	2020/2/12	D4804               	1615	3860	2020/2/12 22:52	2020/2/13 2:47
8446	2020/2/13	D4804               	1615	3860	2020/2/13 22:52	2020/2/14 2:47
8447	2020/2/14	D4804               	1615	3860	2020/2/14 22:52	2020/2/15 2:47
8448	2020/2/15	D4804               	1615	3860	2020/2/15 22:52	2020/2/16 2:47
8449	2020/2/16	D4804               	1615	3860	2020/2/16 22:52	2020/2/17 2:47
8450	2020/2/17	D4804               	1615	3860	2020/2/17 22:52	2020/2/18 2:47
8451	2020/2/18	D4804               	1615	3860	2020/2/18 22:52	2020/2/19 2:47
8452	2020/2/19	D4804               	1615	3860	2020/2/19 22:52	2020/2/20 2:47
8453	2020/2/20	D4804               	1615	3860	2020/2/20 22:52	2020/2/21 2:47
8454	2020/2/21	D4804               	1615	3860	2020/2/21 22:52	2020/2/22 2:47
8455	2020/2/22	D4804               	1615	3860	2020/2/22 22:52	2020/2/23 2:47
8456	2020/2/23	D4804               	1615	3860	2020/2/23 22:52	2020/2/24 2:47
8457	2020/2/24	D4804               	1615	3860	2020/2/24 22:52	2020/2/25 2:47
8458	2020/2/25	D4804               	1615	3860	2020/2/25 22:52	2020/2/26 2:47
8459	2020/2/26	D4804               	1615	3860	2020/2/26 22:52	2020/2/27 2:47
8460	2020/2/27	D4804               	1615	3860	2020/2/27 22:52	2020/2/28 2:47
8461	2020/2/28	D4804               	1615	3860	2020/2/28 22:52	2020/2/29 2:47
8462	2020/2/29	D4804               	1615	3860	2020/2/29 22:52	2020/3/1 2:47
8463	2020/3/1	D4804               	1615	3860	2020/3/1 22:52	2020/3/2 2:47
8464	2019/12/2	D4806               	3365	1615	2019/12/2 4:00	2019/12/2 8:24
8465	2019/12/3	D4806               	3365	1615	2019/12/3 4:00	2019/12/3 8:24
8466	2019/12/4	D4806               	3365	1615	2019/12/4 4:00	2019/12/4 8:24
8467	2019/12/5	D4806               	3365	1615	2019/12/5 4:00	2019/12/5 8:24
8468	2019/12/6	D4806               	3365	1615	2019/12/6 4:00	2019/12/6 8:24
8469	2019/12/7	D4806               	3365	1615	2019/12/7 4:00	2019/12/7 8:24
8470	2019/12/8	D4806               	3365	1615	2019/12/8 4:00	2019/12/8 8:24
8471	2019/12/9	D4806               	3365	1615	2019/12/9 4:00	2019/12/9 8:24
8472	2019/12/10	D4806               	3365	1615	2019/12/10 4:00	2019/12/10 8:24
8473	2019/12/11	D4806               	3365	1615	2019/12/11 4:00	2019/12/11 8:24
8474	2019/12/12	D4806               	3365	1615	2019/12/12 4:00	2019/12/12 8:24
8475	2019/12/13	D4806               	3365	1615	2019/12/13 4:00	2019/12/13 8:24
8476	2019/12/14	D4806               	3365	1615	2019/12/14 4:00	2019/12/14 8:24
8477	2019/12/15	D4806               	3365	1615	2019/12/15 4:00	2019/12/15 8:24
8478	2019/12/16	D4806               	3365	1615	2019/12/16 4:00	2019/12/16 8:24
8479	2019/12/17	D4806               	3365	1615	2019/12/17 4:00	2019/12/17 8:24
8480	2019/12/18	D4806               	3365	1615	2019/12/18 4:00	2019/12/18 8:24
8481	2019/12/19	D4806               	3365	1615	2019/12/19 4:00	2019/12/19 8:24
8482	2019/12/20	D4806               	3365	1615	2019/12/20 4:00	2019/12/20 8:24
8483	2019/12/21	D4806               	3365	1615	2019/12/21 4:00	2019/12/21 8:24
8484	2019/12/22	D4806               	3365	1615	2019/12/22 4:00	2019/12/22 8:24
8485	2019/12/23	D4806               	3365	1615	2019/12/23 4:00	2019/12/23 8:24
8486	2019/12/24	D4806               	3365	1615	2019/12/24 4:00	2019/12/24 8:24
8487	2019/12/25	D4806               	3365	1615	2019/12/25 4:00	2019/12/25 8:24
8488	2019/12/26	D4806               	3365	1615	2019/12/26 4:00	2019/12/26 8:24
8489	2019/12/27	D4806               	3365	1615	2019/12/27 4:00	2019/12/27 8:24
8490	2019/12/28	D4806               	3365	1615	2019/12/28 4:00	2019/12/28 8:24
8491	2019/12/29	D4806               	3365	1615	2019/12/29 4:00	2019/12/29 8:24
8492	2019/12/30	D4806               	3365	1615	2019/12/30 4:00	2019/12/30 8:24
8493	2019/12/31	D4806               	3365	1615	2019/12/31 4:00	2019/12/31 8:24
8494	2020/1/1	D4806               	3365	1615	2020/1/1 4:00	2020/1/1 8:24
8495	2020/1/2	D4806               	3365	1615	2020/1/2 4:00	2020/1/2 8:24
8496	2020/1/3	D4806               	3365	1615	2020/1/3 4:00	2020/1/3 8:24
8497	2020/1/4	D4806               	3365	1615	2020/1/4 4:00	2020/1/4 8:24
8498	2020/1/5	D4806               	3365	1615	2020/1/5 4:00	2020/1/5 8:24
8499	2020/1/6	D4806               	3365	1615	2020/1/6 4:00	2020/1/6 8:24
8500	2020/1/7	D4806               	3365	1615	2020/1/7 4:00	2020/1/7 8:24
8501	2020/1/8	D4806               	3365	1615	2020/1/8 4:00	2020/1/8 8:24
8502	2020/1/9	D4806               	3365	1615	2020/1/9 4:00	2020/1/9 8:24
8503	2020/1/10	D4806               	3365	1615	2020/1/10 4:00	2020/1/10 8:24
8504	2020/1/11	D4806               	3365	1615	2020/1/11 4:00	2020/1/11 8:24
8505	2020/1/12	D4806               	3365	1615	2020/1/12 4:00	2020/1/12 8:24
8506	2020/1/13	D4806               	3365	1615	2020/1/13 4:00	2020/1/13 8:24
8507	2020/1/14	D4806               	3365	1615	2020/1/14 4:00	2020/1/14 8:24
8508	2020/1/15	D4806               	3365	1615	2020/1/15 4:00	2020/1/15 8:24
8509	2020/1/16	D4806               	3365	1615	2020/1/16 4:00	2020/1/16 8:24
8510	2020/1/17	D4806               	3365	1615	2020/1/17 4:00	2020/1/17 8:24
8511	2020/1/18	D4806               	3365	1615	2020/1/18 4:00	2020/1/18 8:24
8512	2020/1/19	D4806               	3365	1615	2020/1/19 4:00	2020/1/19 8:24
8513	2020/1/20	D4806               	3365	1615	2020/1/20 4:00	2020/1/20 8:24
8514	2020/1/21	D4806               	3365	1615	2020/1/21 4:00	2020/1/21 8:24
8515	2020/1/22	D4806               	3365	1615	2020/1/22 4:00	2020/1/22 8:24
8516	2020/1/23	D4806               	3365	1615	2020/1/23 4:00	2020/1/23 8:24
8517	2020/1/24	D4806               	3365	1615	2020/1/24 4:00	2020/1/24 8:24
8518	2020/1/25	D4806               	3365	1615	2020/1/25 4:00	2020/1/25 8:24
8519	2020/1/26	D4806               	3365	1615	2020/1/26 4:00	2020/1/26 8:24
8520	2020/1/27	D4806               	3365	1615	2020/1/27 4:00	2020/1/27 8:24
8521	2020/1/28	D4806               	3365	1615	2020/1/28 4:00	2020/1/28 8:24
8522	2020/1/29	D4806               	3365	1615	2020/1/29 4:00	2020/1/29 8:24
8523	2020/1/30	D4806               	3365	1615	2020/1/30 4:00	2020/1/30 8:24
8524	2020/1/31	D4806               	3365	1615	2020/1/31 4:00	2020/1/31 8:24
8525	2020/2/1	D4806               	3365	1615	2020/2/1 4:00	2020/2/1 8:24
8526	2020/2/2	D4806               	3365	1615	2020/2/2 4:00	2020/2/2 8:24
8527	2020/2/3	D4806               	3365	1615	2020/2/3 4:00	2020/2/3 8:24
8528	2020/2/4	D4806               	3365	1615	2020/2/4 4:00	2020/2/4 8:24
8529	2020/2/5	D4806               	3365	1615	2020/2/5 4:00	2020/2/5 8:24
8530	2020/2/6	D4806               	3365	1615	2020/2/6 4:00	2020/2/6 8:24
8531	2020/2/7	D4806               	3365	1615	2020/2/7 4:00	2020/2/7 8:24
8532	2020/2/8	D4806               	3365	1615	2020/2/8 4:00	2020/2/8 8:24
8533	2020/2/9	D4806               	3365	1615	2020/2/9 4:00	2020/2/9 8:24
8534	2020/2/10	D4806               	3365	1615	2020/2/10 4:00	2020/2/10 8:24
8535	2020/2/11	D4806               	3365	1615	2020/2/11 4:00	2020/2/11 8:24
8536	2020/2/12	D4806               	3365	1615	2020/2/12 4:00	2020/2/12 8:24
8537	2020/2/13	D4806               	3365	1615	2020/2/13 4:00	2020/2/13 8:24
8538	2020/2/14	D4806               	3365	1615	2020/2/14 4:00	2020/2/14 8:24
8539	2020/2/15	D4806               	3365	1615	2020/2/15 4:00	2020/2/15 8:24
8540	2020/2/16	D4806               	3365	1615	2020/2/16 4:00	2020/2/16 8:24
8541	2020/2/17	D4806               	3365	1615	2020/2/17 4:00	2020/2/17 8:24
8542	2020/2/18	D4806               	3365	1615	2020/2/18 4:00	2020/2/18 8:24
8543	2020/2/19	D4806               	3365	1615	2020/2/19 4:00	2020/2/19 8:24
8544	2020/2/20	D4806               	3365	1615	2020/2/20 4:00	2020/2/20 8:24
8545	2020/2/21	D4806               	3365	1615	2020/2/21 4:00	2020/2/21 8:24
8546	2020/2/22	D4806               	3365	1615	2020/2/22 4:00	2020/2/22 8:24
8547	2020/2/23	D4806               	3365	1615	2020/2/23 4:00	2020/2/23 8:24
8548	2020/2/24	D4806               	3365	1615	2020/2/24 4:00	2020/2/24 8:24
8549	2020/2/25	D4806               	3365	1615	2020/2/25 4:00	2020/2/25 8:24
8550	2020/2/26	D4806               	3365	1615	2020/2/26 4:00	2020/2/26 8:24
8551	2020/2/27	D4806               	3365	1615	2020/2/27 4:00	2020/2/27 8:24
8552	2020/2/28	D4806               	3365	1615	2020/2/28 4:00	2020/2/28 8:24
8553	2020/2/29	D4806               	3365	1615	2020/2/29 4:00	2020/2/29 8:24
8554	2020/3/1	D4806               	3365	1615	2020/3/1 4:00	2020/3/1 8:24
8555	2019/12/2	D4808               	1615	3365	2019/12/2 23:26	2019/12/3 3:39
8556	2019/12/3	D4808               	1615	3365	2019/12/3 23:26	2019/12/4 3:39
8557	2019/12/4	D4808               	1615	3365	2019/12/4 23:26	2019/12/5 3:39
8558	2019/12/5	D4808               	1615	3365	2019/12/5 23:26	2019/12/6 3:39
8559	2019/12/6	D4808               	1615	3365	2019/12/6 23:26	2019/12/7 3:39
8560	2019/12/7	D4808               	1615	3365	2019/12/7 23:26	2019/12/8 3:39
8561	2019/12/8	D4808               	1615	3365	2019/12/8 23:26	2019/12/9 3:39
8562	2019/12/9	D4808               	1615	3365	2019/12/9 23:26	2019/12/10 3:39
8563	2019/12/10	D4808               	1615	3365	2019/12/10 23:26	2019/12/11 3:39
8564	2019/12/11	D4808               	1615	3365	2019/12/11 23:26	2019/12/12 3:39
8565	2019/12/12	D4808               	1615	3365	2019/12/12 23:26	2019/12/13 3:39
8566	2019/12/13	D4808               	1615	3365	2019/12/13 23:26	2019/12/14 3:39
8567	2019/12/14	D4808               	1615	3365	2019/12/14 23:26	2019/12/15 3:39
8568	2019/12/15	D4808               	1615	3365	2019/12/15 23:26	2019/12/16 3:39
8569	2019/12/16	D4808               	1615	3365	2019/12/16 23:26	2019/12/17 3:39
8570	2019/12/17	D4808               	1615	3365	2019/12/17 23:26	2019/12/18 3:39
8571	2019/12/18	D4808               	1615	3365	2019/12/18 23:26	2019/12/19 3:39
8572	2019/12/19	D4808               	1615	3365	2019/12/19 23:26	2019/12/20 3:39
8573	2019/12/20	D4808               	1615	3365	2019/12/20 23:26	2019/12/21 3:39
8574	2019/12/21	D4808               	1615	3365	2019/12/21 23:26	2019/12/22 3:39
8575	2019/12/22	D4808               	1615	3365	2019/12/22 23:26	2019/12/23 3:39
8576	2019/12/23	D4808               	1615	3365	2019/12/23 23:26	2019/12/24 3:39
8577	2019/12/24	D4808               	1615	3365	2019/12/24 23:26	2019/12/25 3:39
8578	2019/12/25	D4808               	1615	3365	2019/12/25 23:26	2019/12/26 3:39
8579	2019/12/26	D4808               	1615	3365	2019/12/26 23:26	2019/12/27 3:39
8580	2019/12/27	D4808               	1615	3365	2019/12/27 23:26	2019/12/28 3:39
8581	2019/12/28	D4808               	1615	3365	2019/12/28 23:26	2019/12/29 3:39
8582	2019/12/29	D4808               	1615	3365	2019/12/29 23:26	2019/12/30 3:39
8583	2019/12/30	D4808               	1615	3365	2019/12/30 23:26	2019/12/31 3:39
8584	2019/12/31	D4808               	1615	3365	2019/12/31 23:26	2020/1/1 3:39
8585	2020/1/1	D4808               	1615	3365	2020/1/1 23:26	2020/1/2 3:39
8586	2020/1/2	D4808               	1615	3365	2020/1/2 23:26	2020/1/3 3:39
8587	2020/1/3	D4808               	1615	3365	2020/1/3 23:26	2020/1/4 3:39
8588	2020/1/4	D4808               	1615	3365	2020/1/4 23:26	2020/1/5 3:39
8589	2020/1/5	D4808               	1615	3365	2020/1/5 23:26	2020/1/6 3:39
8590	2020/1/6	D4808               	1615	3365	2020/1/6 23:26	2020/1/7 3:39
8591	2020/1/7	D4808               	1615	3365	2020/1/7 23:26	2020/1/8 3:39
8592	2020/1/8	D4808               	1615	3365	2020/1/8 23:26	2020/1/9 3:39
8593	2020/1/9	D4808               	1615	3365	2020/1/9 23:26	2020/1/10 3:39
8594	2020/1/10	D4808               	1615	3365	2020/1/10 23:26	2020/1/11 3:39
8595	2020/1/11	D4808               	1615	3365	2020/1/11 23:26	2020/1/12 3:39
8596	2020/1/12	D4808               	1615	3365	2020/1/12 23:26	2020/1/13 3:39
8597	2020/1/13	D4808               	1615	3365	2020/1/13 23:26	2020/1/14 3:39
8598	2020/1/14	D4808               	1615	3365	2020/1/14 23:26	2020/1/15 3:39
8599	2020/1/15	D4808               	1615	3365	2020/1/15 23:26	2020/1/16 3:39
8600	2020/1/16	D4808               	1615	3365	2020/1/16 23:26	2020/1/17 3:39
8601	2020/1/17	D4808               	1615	3365	2020/1/17 23:26	2020/1/18 3:39
8602	2020/1/18	D4808               	1615	3365	2020/1/18 23:26	2020/1/19 3:39
8603	2020/1/19	D4808               	1615	3365	2020/1/19 23:26	2020/1/20 3:39
8604	2020/1/20	D4808               	1615	3365	2020/1/20 23:26	2020/1/21 3:39
8605	2020/1/21	D4808               	1615	3365	2020/1/21 23:26	2020/1/22 3:39
8606	2020/1/22	D4808               	1615	3365	2020/1/22 23:26	2020/1/23 3:39
8607	2020/1/23	D4808               	1615	3365	2020/1/23 23:26	2020/1/24 3:39
8608	2020/1/24	D4808               	1615	3365	2020/1/24 23:26	2020/1/25 3:39
8609	2020/1/25	D4808               	1615	3365	2020/1/25 23:26	2020/1/26 3:39
8610	2020/1/26	D4808               	1615	3365	2020/1/26 23:26	2020/1/27 3:39
8611	2020/1/27	D4808               	1615	3365	2020/1/27 23:26	2020/1/28 3:39
8612	2020/1/28	D4808               	1615	3365	2020/1/28 23:26	2020/1/29 3:39
8613	2020/1/29	D4808               	1615	3365	2020/1/29 23:26	2020/1/30 3:39
8614	2020/1/30	D4808               	1615	3365	2020/1/30 23:26	2020/1/31 3:39
8615	2020/1/31	D4808               	1615	3365	2020/1/31 23:26	2020/2/1 3:39
8616	2020/2/1	D4808               	1615	3365	2020/2/1 23:26	2020/2/2 3:39
8617	2020/2/2	D4808               	1615	3365	2020/2/2 23:26	2020/2/3 3:39
8618	2020/2/3	D4808               	1615	3365	2020/2/3 23:26	2020/2/4 3:39
8619	2020/2/4	D4808               	1615	3365	2020/2/4 23:26	2020/2/5 3:39
8620	2020/2/5	D4808               	1615	3365	2020/2/5 23:26	2020/2/6 3:39
8621	2020/2/6	D4808               	1615	3365	2020/2/6 23:26	2020/2/7 3:39
8622	2020/2/7	D4808               	1615	3365	2020/2/7 23:26	2020/2/8 3:39
8623	2020/2/8	D4808               	1615	3365	2020/2/8 23:26	2020/2/9 3:39
8624	2020/2/9	D4808               	1615	3365	2020/2/9 23:26	2020/2/10 3:39
8625	2020/2/10	D4808               	1615	3365	2020/2/10 23:26	2020/2/11 3:39
8626	2020/2/11	D4808               	1615	3365	2020/2/11 23:26	2020/2/12 3:39
8627	2020/2/12	D4808               	1615	3365	2020/2/12 23:26	2020/2/13 3:39
8628	2020/2/13	D4808               	1615	3365	2020/2/13 23:26	2020/2/14 3:39
8629	2020/2/14	D4808               	1615	3365	2020/2/14 23:26	2020/2/15 3:39
8630	2020/2/15	D4808               	1615	3365	2020/2/15 23:26	2020/2/16 3:39
8631	2020/2/16	D4808               	1615	3365	2020/2/16 23:26	2020/2/17 3:39
8632	2020/2/17	D4808               	1615	3365	2020/2/17 23:26	2020/2/18 3:39
8633	2020/2/18	D4808               	1615	3365	2020/2/18 23:26	2020/2/19 3:39
8634	2020/2/19	D4808               	1615	3365	2020/2/19 23:26	2020/2/20 3:39
8635	2020/2/20	D4808               	1615	3365	2020/2/20 23:26	2020/2/21 3:39
8636	2020/2/21	D4808               	1615	3365	2020/2/21 23:26	2020/2/22 3:39
8637	2020/2/22	D4808               	1615	3365	2020/2/22 23:26	2020/2/23 3:39
8638	2020/2/23	D4808               	1615	3365	2020/2/23 23:26	2020/2/24 3:39
8639	2020/2/24	D4808               	1615	3365	2020/2/24 23:26	2020/2/25 3:39
8640	2020/2/25	D4808               	1615	3365	2020/2/25 23:26	2020/2/26 3:39
8641	2020/2/26	D4808               	1615	3365	2020/2/26 23:26	2020/2/27 3:39
8642	2020/2/27	D4808               	1615	3365	2020/2/27 23:26	2020/2/28 3:39
8643	2020/2/28	D4808               	1615	3365	2020/2/28 23:26	2020/2/29 3:39
8644	2020/2/29	D4808               	1615	3365	2020/2/29 23:26	2020/3/1 3:39
8645	2020/3/1	D4808               	1615	3365	2020/3/1 23:26	2020/3/2 3:39
8646	2019/12/2	D4813               	1615	3365	2019/12/2 3:48	2019/12/2 8:22
8647	2019/12/3	D4813               	1615	3365	2019/12/3 3:48	2019/12/3 8:22
8648	2019/12/4	D4813               	1615	3365	2019/12/4 3:48	2019/12/4 8:22
8649	2019/12/5	D4813               	1615	3365	2019/12/5 3:48	2019/12/5 8:22
8650	2019/12/6	D4813               	1615	3365	2019/12/6 3:48	2019/12/6 8:22
8651	2019/12/7	D4813               	1615	3365	2019/12/7 3:48	2019/12/7 8:22
8652	2019/12/8	D4813               	1615	3365	2019/12/8 3:48	2019/12/8 8:22
8653	2019/12/9	D4813               	1615	3365	2019/12/9 3:48	2019/12/9 8:22
8654	2019/12/10	D4813               	1615	3365	2019/12/10 3:48	2019/12/10 8:22
8655	2019/12/11	D4813               	1615	3365	2019/12/11 3:48	2019/12/11 8:22
8656	2019/12/12	D4813               	1615	3365	2019/12/12 3:48	2019/12/12 8:22
8657	2019/12/13	D4813               	1615	3365	2019/12/13 3:48	2019/12/13 8:22
8658	2019/12/14	D4813               	1615	3365	2019/12/14 3:48	2019/12/14 8:22
8659	2019/12/15	D4813               	1615	3365	2019/12/15 3:48	2019/12/15 8:22
8660	2019/12/16	D4813               	1615	3365	2019/12/16 3:48	2019/12/16 8:22
8661	2019/12/17	D4813               	1615	3365	2019/12/17 3:48	2019/12/17 8:22
8662	2019/12/18	D4813               	1615	3365	2019/12/18 3:48	2019/12/18 8:22
8663	2019/12/19	D4813               	1615	3365	2019/12/19 3:48	2019/12/19 8:22
8664	2019/12/20	D4813               	1615	3365	2019/12/20 3:48	2019/12/20 8:22
8665	2019/12/21	D4813               	1615	3365	2019/12/21 3:48	2019/12/21 8:22
8666	2019/12/22	D4813               	1615	3365	2019/12/22 3:48	2019/12/22 8:22
8667	2019/12/23	D4813               	1615	3365	2019/12/23 3:48	2019/12/23 8:22
8668	2019/12/24	D4813               	1615	3365	2019/12/24 3:48	2019/12/24 8:22
8669	2019/12/25	D4813               	1615	3365	2019/12/25 3:48	2019/12/25 8:22
8670	2019/12/26	D4813               	1615	3365	2019/12/26 3:48	2019/12/26 8:22
8671	2019/12/27	D4813               	1615	3365	2019/12/27 3:48	2019/12/27 8:22
8672	2019/12/28	D4813               	1615	3365	2019/12/28 3:48	2019/12/28 8:22
8673	2019/12/29	D4813               	1615	3365	2019/12/29 3:48	2019/12/29 8:22
8674	2019/12/30	D4813               	1615	3365	2019/12/30 3:48	2019/12/30 8:22
8675	2019/12/31	D4813               	1615	3365	2019/12/31 3:48	2019/12/31 8:22
8676	2020/1/1	D4813               	1615	3365	2020/1/1 3:48	2020/1/1 8:22
8677	2020/1/2	D4813               	1615	3365	2020/1/2 3:48	2020/1/2 8:22
8678	2020/1/3	D4813               	1615	3365	2020/1/3 3:48	2020/1/3 8:22
8679	2020/1/4	D4813               	1615	3365	2020/1/4 3:48	2020/1/4 8:22
8680	2020/1/5	D4813               	1615	3365	2020/1/5 3:48	2020/1/5 8:22
8681	2020/1/6	D4813               	1615	3365	2020/1/6 3:48	2020/1/6 8:22
8682	2020/1/7	D4813               	1615	3365	2020/1/7 3:48	2020/1/7 8:22
8683	2020/1/8	D4813               	1615	3365	2020/1/8 3:48	2020/1/8 8:22
8684	2020/1/9	D4813               	1615	3365	2020/1/9 3:48	2020/1/9 8:22
8685	2020/1/10	D4813               	1615	3365	2020/1/10 3:48	2020/1/10 8:22
8686	2020/1/11	D4813               	1615	3365	2020/1/11 3:48	2020/1/11 8:22
8687	2020/1/12	D4813               	1615	3365	2020/1/12 3:48	2020/1/12 8:22
8688	2020/1/13	D4813               	1615	3365	2020/1/13 3:48	2020/1/13 8:22
8689	2020/1/14	D4813               	1615	3365	2020/1/14 3:48	2020/1/14 8:22
8690	2020/1/15	D4813               	1615	3365	2020/1/15 3:48	2020/1/15 8:22
8691	2020/1/16	D4813               	1615	3365	2020/1/16 3:48	2020/1/16 8:22
8692	2020/1/17	D4813               	1615	3365	2020/1/17 3:48	2020/1/17 8:22
8693	2020/1/18	D4813               	1615	3365	2020/1/18 3:48	2020/1/18 8:22
8694	2020/1/19	D4813               	1615	3365	2020/1/19 3:48	2020/1/19 8:22
8695	2020/1/20	D4813               	1615	3365	2020/1/20 3:48	2020/1/20 8:22
8696	2020/1/21	D4813               	1615	3365	2020/1/21 3:48	2020/1/21 8:22
8697	2020/1/22	D4813               	1615	3365	2020/1/22 3:48	2020/1/22 8:22
8698	2020/1/23	D4813               	1615	3365	2020/1/23 3:48	2020/1/23 8:22
8699	2020/1/24	D4813               	1615	3365	2020/1/24 3:48	2020/1/24 8:22
8700	2020/1/25	D4813               	1615	3365	2020/1/25 3:48	2020/1/25 8:22
8701	2020/1/26	D4813               	1615	3365	2020/1/26 3:48	2020/1/26 8:22
8702	2020/1/27	D4813               	1615	3365	2020/1/27 3:48	2020/1/27 8:22
8703	2020/1/28	D4813               	1615	3365	2020/1/28 3:48	2020/1/28 8:22
8704	2020/1/29	D4813               	1615	3365	2020/1/29 3:48	2020/1/29 8:22
8705	2020/1/30	D4813               	1615	3365	2020/1/30 3:48	2020/1/30 8:22
8706	2020/1/31	D4813               	1615	3365	2020/1/31 3:48	2020/1/31 8:22
8707	2020/2/1	D4813               	1615	3365	2020/2/1 3:48	2020/2/1 8:22
8708	2020/2/2	D4813               	1615	3365	2020/2/2 3:48	2020/2/2 8:22
8709	2020/2/3	D4813               	1615	3365	2020/2/3 3:48	2020/2/3 8:22
8710	2020/2/4	D4813               	1615	3365	2020/2/4 3:48	2020/2/4 8:22
8711	2020/2/5	D4813               	1615	3365	2020/2/5 3:48	2020/2/5 8:22
8712	2020/2/6	D4813               	1615	3365	2020/2/6 3:48	2020/2/6 8:22
8713	2020/2/7	D4813               	1615	3365	2020/2/7 3:48	2020/2/7 8:22
8714	2020/2/8	D4813               	1615	3365	2020/2/8 3:48	2020/2/8 8:22
8715	2020/2/9	D4813               	1615	3365	2020/2/9 3:48	2020/2/9 8:22
8716	2020/2/10	D4813               	1615	3365	2020/2/10 3:48	2020/2/10 8:22
8717	2020/2/11	D4813               	1615	3365	2020/2/11 3:48	2020/2/11 8:22
8718	2020/2/12	D4813               	1615	3365	2020/2/12 3:48	2020/2/12 8:22
8719	2020/2/13	D4813               	1615	3365	2020/2/13 3:48	2020/2/13 8:22
8720	2020/2/14	D4813               	1615	3365	2020/2/14 3:48	2020/2/14 8:22
8721	2020/2/15	D4813               	1615	3365	2020/2/15 3:48	2020/2/15 8:22
8722	2020/2/16	D4813               	1615	3365	2020/2/16 3:48	2020/2/16 8:22
8723	2020/2/17	D4813               	1615	3365	2020/2/17 3:48	2020/2/17 8:22
8724	2020/2/18	D4813               	1615	3365	2020/2/18 3:48	2020/2/18 8:22
8725	2020/2/19	D4813               	1615	3365	2020/2/19 3:48	2020/2/19 8:22
8726	2020/2/20	D4813               	1615	3365	2020/2/20 3:48	2020/2/20 8:22
8727	2020/2/21	D4813               	1615	3365	2020/2/21 3:48	2020/2/21 8:22
8728	2020/2/22	D4813               	1615	3365	2020/2/22 3:48	2020/2/22 8:22
8729	2020/2/23	D4813               	1615	3365	2020/2/23 3:48	2020/2/23 8:22
8730	2020/2/24	D4813               	1615	3365	2020/2/24 3:48	2020/2/24 8:22
8731	2020/2/25	D4813               	1615	3365	2020/2/25 3:48	2020/2/25 8:22
8732	2020/2/26	D4813               	1615	3365	2020/2/26 3:48	2020/2/26 8:22
8733	2020/2/27	D4813               	1615	3365	2020/2/27 3:48	2020/2/27 8:22
8734	2020/2/28	D4813               	1615	3365	2020/2/28 3:48	2020/2/28 8:22
8735	2020/2/29	D4813               	1615	3365	2020/2/29 3:48	2020/2/29 8:22
8736	2020/3/1	D4813               	1615	3365	2020/3/1 3:48	2020/3/1 8:22
8737	2019/12/2	D4816               	1615	3365	2019/12/2 3:48	2019/12/2 8:22
8738	2019/12/3	D4816               	1615	3365	2019/12/3 3:48	2019/12/3 8:22
8739	2019/12/4	D4816               	1615	3365	2019/12/4 3:48	2019/12/4 8:22
8740	2019/12/5	D4816               	1615	3365	2019/12/5 3:48	2019/12/5 8:22
8741	2019/12/6	D4816               	1615	3365	2019/12/6 3:48	2019/12/6 8:22
8742	2019/12/7	D4816               	1615	3365	2019/12/7 3:48	2019/12/7 8:22
8743	2019/12/8	D4816               	1615	3365	2019/12/8 3:48	2019/12/8 8:22
8744	2019/12/9	D4816               	1615	3365	2019/12/9 3:48	2019/12/9 8:22
8745	2019/12/10	D4816               	1615	3365	2019/12/10 3:48	2019/12/10 8:22
8746	2019/12/11	D4816               	1615	3365	2019/12/11 3:48	2019/12/11 8:22
